°üÃø¼Ò¸í:°æÆ÷´ëÇØ¼ö¿åÀå
À§µµ:37.808972
°æµµ:128.931889
°üÃø½Ã°£	À¯¼Ó(cm/s)	À¯Çâ(16points)	À¯Çâ(deg)	¼ö¿Â(¡É)	À¯ÀÇÆÄ°í(m)	À¯ÀÇÆÄÁÖ±â(sec)	ÃÖ´ëÆÄ°í(m)	ÃÖ´ëÆÄÁÖ±â(sec)	Ç³¼Ó(m/s)	Ç³Çâ(16points)	Ç³Çâ(deg)	±â¿Â(¡É)	±â¾Ð(hPa)	½ÃÁ¤(m)	ÆÄÇâ(deg)	
2023/03/29 06:45:00	4.0	ºÏ	350	10.94	0.37	4.6	0.63	4.5	5.2	¼­³²¼­	242	9.0	1023.4	-	117	
2023/03/29 06:50:00	4.6	ºÏµ¿	43	10.96	0.34	4.3	0.43	4.5	5.5	¼­³²¼­	242	9.1	1023.4	-	130	
2023/03/29 06:55:00	1.1	ºÏ	355	10.96	0.30	4.3	0.43	4.0	5.1	¼­³²¼­	242	9.2	1023.5	-	332	
2023/03/29 07:00:00	4.8	ºÏ¼­	321	10.97	0.32	4.2	0.46	4.0	5.1	¼­³²¼­	242	9.3	1023.5	-	104	
2023/03/29 07:05:00	2.1	ºÏºÏµ¿	26	10.97	0.32	4.4	0.47	4.0	5.2	¼­³²¼­	241	9.3	1023.5	-	121	
2023/03/29 07:10:00	4.0	ºÏ	6	10.96	0.31	4.2	0.46	4.5	5.3	¼­³²¼­	241	9.4	1023.6	-	115	
2023/03/29 07:15:00	2.6	µ¿ºÏµ¿	66	10.95	0.33	4.1	0.44	4.0	5.3	¼­³²¼­	242	9.4	1023.7	-	162	
2023/03/29 07:20:00	2.1	ºÏºÏµ¿	20	10.94	0.33	4.5	0.43	4.5	5.2	¼­³²¼­	244	9.5	1023.7	-	178	
2023/03/29 07:25:00	1.9	ºÏ	1	10.91	0.30	4.3	0.46	4.0	5.1	¼­³²¼­	240	9.6	1023.7	-	132	
2023/03/29 07:30:00	2.0	ºÏºÏ¼­	345	10.91	0.33	4.3	0.46	5.0	5.3	¼­³²¼­	238	9.7	1023.8	-	100	
2023/03/29 07:35:00	2.0	ºÏµ¿	37	10.90	0.33	4.2	0.50	4.5	5.2	¼­³²¼­	239	9.8	1023.8	-	82	
2023/03/29 07:40:00	2.3	ºÏºÏµ¿	20	10.91	0.35	3.8	0.53	4.5	4.7	¼­³²¼­	241	10.0	1023.8	-	120	
2023/03/29 07:45:00	3.9	ºÏµ¿	43	10.88	0.35	4.0	0.47	3.5	4.6	¼­³²¼­	246	10.1	1023.9	-	134	
2023/03/29 07:50:00	2.0	ºÏºÏµ¿	25	10.88	0.38	3.9	0.51	3.5	4.1	¼­³²¼­	238	10.3	1023.9	-	292	
2023/03/29 07:55:00	3.9	ºÏ	0	10.88	0.31	4.5	0.46	3.5	4.1	¼­³²¼­	239	10.5	1023.9	-	18	
2023/03/29 08:00:00	3.1	ºÏºÏµ¿	26	10.87	0.31	4.4	0.41	4.5	3.8	¼­³²¼­	239	10.7	1023.9	-	184	
2023/03/29 08:05:00	3.1	ºÏºÏ¼­	346	10.87	0.32	4.2	0.53	4.0	3.7	³²¼­	233	10.9	1023.9	-	223	
2023/03/29 08:10:00	1.4	ºÏµ¿	54	10.89	0.34	4.4	0.60	4.0	3.3	³²¼­	222	11.0	1023.9	-	306	
2023/03/29 08:15:00	3.7	ºÏ	8	10.85	0.30	4.1	0.48	4.0	3.0	³²¼­	219	11.2	1023.9	-	286	
2023/03/29 08:20:00	4.8	ºÏºÏ¼­	347	10.84	0.33	4.1	0.50	4.5	2.5	³²¼­	221	11.3	1024.0	-	135	
2023/03/29 08:25:00	3.4	ºÏºÏµ¿	13	10.84	0.34	4.1	0.47	4.0	2.9	¼­³²¼­	240	11.5	1024.0	-	285	
2023/03/29 08:30:00	3.2	ºÏ	350	10.84	0.30	4.1	0.44	4.0	2.9	¼­ºÏ¼­	296	11.6	1024.1	-	215	
2023/03/29 08:35:00	3.2	ºÏ	353	10.84	0.31	4.3	0.40	3.5	2.6	¼­	277	11.3	1024.2	-	98	
2023/03/29 08:40:00	2.1	ºÏ¼­	324	10.85	0.33	4.2	0.43	4.5	1.3	ºÏ	358	11.2	1024.2	-	142	
2023/03/29 08:45:00	2.8	ºÏºÏ¼­	341	10.85	0.30	4.2	0.45	4.0	2.1	ºÏºÏµ¿	18	10.9	1024.2	-	245	
2023/03/29 08:50:00	3.9	ºÏ	350	10.87	0.29	4.4	0.39	4.5	0.8	ºÏ	8	11.2	1024.2	-	32	
2023/03/29 08:55:00	5.1	ºÏ¼­	305	10.88	0.34	3.9	0.46	4.0	1.8	ºÏºÏµ¿	24	11.3	1024.2	-	202	
2023/03/29 09:00:00	2.3	ºÏºÏµ¿	15	10.88	0.32	4.2	0.45	4.5	0.5	ºÏ	349	11.6	1024.1	-	280	
2023/03/29 09:05:00	3.6	¼­ºÏ¼­	296	10.89	0.27	4.4	0.39	5.0	1.2	ºÏºÏµ¿	31	11.8	1024.1	-	250	
2023/03/29 09:10:00	3.3	ºÏ¼­	308	10.88	0.30	4.2	0.41	4.0	0.8	µ¿ºÏµ¿	60	11.8	1024.0	-	91	
2023/03/29 09:15:00	5.0	ºÏºÏ¼­	348	10.90	0.32	4.3	0.54	4.0	0.8	ºÏµ¿	47	12.3	1024.1	-	294	
2023/03/29 09:20:00	5.2	ºÏ¼­	318	10.92	0.28	4.5	0.53	4.5	1.4	µ¿ºÏµ¿	65	12.4	1024.1	-	115	
2023/03/29 09:25:00	4.5	¼­ºÏ¼­	303	10.92	0.29	4.3	0.47	4.5	1.0	µ¿ºÏµ¿	72	12.1	1024.1	-	148	
2023/03/29 09:30:00	4.8	ºÏ¼­	325	10.92	0.29	4.1	0.45	4.0	1.3	ºÏµ¿	56	11.8	1024.1	-	102	
2023/03/29 09:35:00	5.6	ºÏ	355	10.93	0.35	4.4	0.50	4.0	1.1	µ¿ºÏµ¿	73	12.1	1024.1	-	313	
2023/03/29 09:40:00	5.3	¼­ºÏ¼­	297	10.93	0.29	4.4	0.55	4.5	1.2	µ¿ºÏµ¿	75	12.0	1024.1	-	175	
2023/03/29 09:45:00	5.6	¼­ºÏ¼­	303	10.95	0.25	4.0	0.37	4.5	1.5	µ¿ºÏµ¿	78	12.2	1024.1	-	199	
2023/03/29 09:50:00	8.0	ºÏ¼­	314	10.96	0.32	4.3	0.47	4.5	1.9	µ¿ºÏµ¿	73	12.2	1024.1	-	301	
2023/03/29 09:55:00	5.7	ºÏ¼­	313	10.97	0.29	4.1	0.42	4.5	1.9	µ¿	90	11.9	1024.0	-	160	
2023/03/29 10:00:00	6.1	ºÏºÏ¼­	339	10.97	0.32	4.3	0.44	4.5	2.2	µ¿	95	12.1	1024.0	-	350	
2023/03/29 10:05:00	6.0	ºÏ¼­	318	10.94	0.26	3.9	0.43	4.0	2.3	µ¿	87	12.3	1023.9	-	313	
2023/03/29 10:10:00	5.1	ºÏ¼­	310	10.95	0.31	4.2	0.44	4.0	2.1	µ¿ºÏµ¿	74	12.3	1023.9	-	162	
2023/03/29 10:15:00	5.7	ºÏºÏ¼­	327	10.95	0.28	4.4	0.37	4.5	2.3	µ¿	89	12.2	1023.9	-	151	
2023/03/29 10:20:00	5.0	ºÏ¼­	315	10.98	0.31	4.3	0.49	4.0	2.4	µ¿	87	12.3	1023.8	-	331	
2023/03/29 10:25:00	5.7	ºÏ¼­	306	10.98	0.31	4.0	0.51	4.0	2.4	µ¿	88	12.6	1023.7	-	88	
2023/03/29 10:30:00	7.1	ºÏ¼­	313	10.98	0.29	4.0	0.51	3.5	2.8	µ¿	93	12.6	1023.6	-	299	
2023/03/29 10:35:00	4.8	ºÏ¼­	313	10.99	0.26	4.1	0.33	3.5	3.0	µ¿	98	12.8	1023.6	-	220	
2023/03/29 10:40:00	7.6	ºÏ¼­	316	11.00	0.25	4.0	0.32	3.5	3.1	µ¿	100	12.9	1023.5	-	121	
2023/03/29 10:45:00	5.5	ºÏ¼­	326	10.98	0.30	4.0	0.37	3.5	2.9	µ¿³²µ¿	103	12.9	1023.5	-	119	
2023/03/29 10:50:00	7.1	ºÏºÏ¼­	346	10.99	0.30	4.2	0.38	4.5	3.0	µ¿³²µ¿	107	12.9	1023.4	-	57	
2023/03/29 10:55:00	6.1	ºÏ¼­	326	10.98	0.31	4.0	0.41	3.0	3.0	µ¿³²µ¿	107	12.9	1023.3	-	68	
2023/03/29 11:00:00	7.3	ºÏ¼­	326	10.98	0.26	4.2	0.38	4.0	3.3	µ¿³²µ¿	112	13.0	1023.2	-	31	
2023/03/29 11:05:00	7.5	ºÏ¼­	324	11.02	0.39	4.5	0.56	5.0	3.4	µ¿³²µ¿	106	13.0	1023.2	-	104	
2023/03/29 11:10:00	7.7	ºÏºÏ¼­	328	11.02	0.40	5.1	0.56	4.0	3.4	µ¿³²µ¿	107	12.6	1023.1	-	113	
2023/03/29 11:15:00	7.0	ºÏ¼­	326	11.04	0.38	4.5	0.49	4.5	3.5	µ¿³²µ¿	109	12.8	1023.0	-	118	
2023/03/29 11:20:00	7.9	ºÏ¼­	321	11.06	0.29	4.1	0.46	6.0	3.7	µ¿³²µ¿	109	13.0	1023.0	-	282	
2023/03/29 11:25:00	7.5	ºÏ¼­	317	11.08	0.32	4.1	0.43	4.0	3.6	µ¿³²µ¿	109	13.0	1022.9	-	167	
2023/03/29 11:30:00	6.4	ºÏºÏ¼­	328	11.10	0.30	4.1	0.58	3.5	4.0	µ¿³²µ¿	108	13.1	1022.8	-	123	
2023/03/29 11:35:00	10.0	ºÏ¼­	320	11.12	0.32	4.0	0.43	4.0	3.9	µ¿³²µ¿	107	13.1	1022.8	-	211	
2023/03/29 11:40:00	8.9	ºÏ¼­	312	11.19	0.30	4.0	0.41	4.0	3.9	µ¿³²µ¿	113	13.0	1022.7	-	22	
2023/03/29 11:45:00	8.6	¼­ºÏ¼­	302	11.36	0.30	4.1	0.44	3.5	4.1	µ¿³²µ¿	115	13.1	1022.7	-	223	
2023/03/29 11:50:00	7.9	ºÏ¼­	307	11.45	0.36	4.4	0.56	4.5	4.3	µ¿³²µ¿	113	13.0	1022.6	-	135	
2023/03/29 11:55:00	7.9	ºÏ¼­	322	11.39	0.25	4.4	0.44	5.0	4.4	µ¿³²µ¿	116	13.0	1022.5	-	98	
2023/03/29 12:00:00	8.3	ºÏ¼­	311	11.38	0.32	4.2	0.48	5.0	4.3	µ¿³²µ¿	114	13.1	1022.4	-	116	
2023/03/29 12:05:00	6.5	ºÏ¼­	324	11.29	0.30	4.5	0.42	4.0	4.0	µ¿³²µ¿	118	13.1	1022.3	-	91	
2023/03/29 12:10:00	9.1	ºÏ¼­	308	11.28	0.32	4.3	0.43	3.5	4.0	µ¿³²µ¿	121	13.2	1022.3	-	111	
2023/03/29 12:15:00	11.1	ºÏ¼­	317	11.28	0.30	4.3	0.40	3.5	4.2	µ¿³²µ¿	121	13.2	1022.2	-	113	
2023/03/29 12:20:00	11.8	ºÏ¼­	314	11.37	0.32	4.3	0.55	3.5	4.1	µ¿³²µ¿	121	13.1	1022.2	-	77	
2023/03/29 12:25:00	11.6	¼­ºÏ¼­	301	11.35	0.32	4.2	0.60	4.5	4.3	µ¿³²µ¿	118	13.1	1022.1	-	301	
2023/03/29 12:30:00	11.9	ºÏ¼­	311	11.37	0.29	4.1	0.54	4.0	4.2	µ¿³²µ¿	120	13.1	1022.1	-	106	
2023/03/29 12:35:00	11.2	ºÏ¼­	310	11.37	0.34	4.1	0.57	4.0	4.4	³²µ¿	125	13.1	1022.1	-	268	
2023/03/29 12:40:00	12.0	¼­ºÏ¼­	301	11.37	0.29	4.0	0.39	4.5	4.3	³²µ¿	127	13.1	1022.0	-	208	
2023/03/29 12:45:00	13.8	¼­ºÏ¼­	303	11.36	0.28	4.3	0.43	4.5	4.5	³²µ¿	126	13.1	1021.9	-	271	
2023/03/29 12:50:00	10.3	ºÏ¼­	304	11.35	0.26	4.2	0.41	4.0	4.5	³²µ¿	131	13.2	1021.9	-	99	
2023/03/29 12:55:00	13.1	ºÏ¼­	310	11.34	0.32	4.1	0.40	4.5	4.5	³²µ¿	130	13.1	1021.8	-	300	
2023/03/29 13:00:00	11.2	ºÏ¼­	305	11.29	0.26	4.0	0.37	5.0	4.9	³²µ¿	131	13.1	1021.7	-	106	
2023/03/29 13:05:00	13.5	ºÏ¼­	316	11.28	0.30	4.2	0.46	3.5	5.0	³²µ¿	129	13.1	1021.6	-	105	
2023/03/29 13:10:00	14.2	ºÏ¼­	305	11.31	0.27	4.2	0.35	3.5	5.0	³²µ¿	130	13.2	1021.5	-	241	
2023/03/29 13:15:00	17.6	ºÏ¼­	312	11.44	0.27	4.2	0.44	4.0	5.4	³²µ¿	130	13.0	1021.4	-	349	
2023/03/29 13:20:00	14.8	ºÏ¼­	315	11.44	0.31	4.1	0.41	3.5	5.2	³²µ¿	132	13.0	1021.4	-	219	
2023/03/29 13:25:00	16.3	ºÏ¼­	310	11.40	0.30	4.0	0.40	4.0	4.8	³²µ¿	131	13.0	1021.3	-	163	
2023/03/29 13:30:00	12.5	ºÏ¼­	310	11.40	0.31	4.0	0.43	4.0	5.0	³²µ¿	131	13.1	1021.3	-	164	
2023/03/29 13:35:00	16.3	ºÏ¼­	318	11.35	0.30	3.8	0.41	3.5	4.9	³²µ¿	132	13.1	1021.3	-	167	
2023/03/29 13:40:00	13.0	ºÏ¼­	314	11.30	0.31	3.6	0.39	4.5	5.1	³²µ¿	133	13.2	1021.2	-	119	
2023/03/29 13:45:00	16.0	ºÏ¼­	324	11.29	0.29	3.6	0.43	3.0	5.4	³²µ¿	138	13.2	1021.1	-	57	
2023/03/29 13:50:00	17.5	ºÏ¼­	324	11.36	0.32	3.8	0.50	3.0	5.6	³²µ¿	136	13.2	1021.0	-	196	
2023/03/29 13:55:00	14.9	ºÏ¼­	314	11.37	0.32	3.4	0.47	4.0	5.9	³²µ¿	137	13.1	1020.9	-	141	
2023/03/29 14:00:00	21.6	ºÏ¼­	316	11.38	0.34	3.7	0.44	4.0	5.9	³²µ¿	138	13.1	1020.7	-	329	
2023/03/29 14:05:00	22.0	ºÏ¼­	325	11.36	0.31	3.5	0.39	3.0	6.4	³²µ¿	142	13.1	1020.5	-	357	
2023/03/29 14:10:00	20.6	ºÏ¼­	320	11.31	0.35	3.4	0.48	4.0	6.5	³²µ¿	140	13.1	1020.4	-	318	
2023/03/29 14:15:00	19.8	ºÏ¼­	323	11.30	0.34	3.2	0.46	3.0	6.6	³²µ¿	142	13.1	1020.3	-	104	
2023/03/29 14:20:00	22.2	ºÏ¼­	326	11.34	0.35	3.2	0.49	4.5	6.9	³²µ¿	142	13.1	1020.2	-	254	
2023/03/29 14:25:00	19.6	ºÏ¼­	326	11.30	0.40	2.9	0.74	3.0	7.0	³²µ¿	141	13.1	1020.1	-	4	
2023/03/29 14:30:00	22.9	ºÏ¼­	318	11.32	0.44	3.1	0.67	3.0	7.1	³²µ¿	140	13.0	1020.1	-	142	
2023/03/29 14:35:00	22.4	ºÏ¼­	326	11.27	0.43	2.7	0.75	3.5	7.3	³²µ¿	139	13.1	1020.0	-	86	
2023/03/29 14:40:00	19.3	ºÏ¼­	322	11.23	0.44	2.9	0.61	2.5	7.4	³²µ¿	142	13.1	1019.9	-	74	
2023/03/29 14:45:00	20.7	ºÏºÏ¼­	334	11.21	0.49	2.9	0.71	4.5	7.7	³²µ¿	144	13.1	1019.8	-	97	
2023/03/29 14:50:00	22.0	ºÏºÏ¼­	334	11.20	0.51	2.7	0.74	3.0	7.6	³²µ¿	144	13.1	1019.7	-	134	
2023/03/29 14:55:00	24.4	ºÏºÏ¼­	327	11.13	0.49	2.9	0.62	3.0	7.5	³²µ¿	141	13.2	1019.7	-	119	
2023/03/29 15:00:00	24.5	ºÏºÏ¼­	330	11.15	0.53	2.8	0.83	2.5	8.1	³²µ¿	141	13.1	1019.5	-	83	
2023/03/29 15:05:00	20.9	ºÏºÏ¼­	333	11.15	0.46	3.0	0.63	3.0	7.8	³²µ¿	140	13.1	1019.5	-	70	
2023/03/29 15:10:00	26.3	ºÏºÏ¼­	332	11.18	0.55	2.6	0.78	3.0	8.1	³²µ¿	136	13.1	1019.5	-	92	
2023/03/29 15:15:00	29.4	ºÏºÏ¼­	330	11.26	0.51	2.9	0.67	3.0	8.0	³²µ¿	136	13.1	1019.4	-	98	
2023/03/29 15:20:00	29.9	ºÏºÏ¼­	336	11.33	0.59	2.9	0.84	3.0	8.2	³²µ¿	136	13.0	1019.4	-	120	
2023/03/29 15:25:00	34.5	ºÏºÏ¼­	336	11.39	0.58	3.0	0.75	3.5	8.5	³²µ¿	137	13.0	1019.4	-	140	
2023/03/29 15:30:00	28.5	ºÏºÏ¼­	337	11.35	0.59	2.9	1.02	3.0	8.7	³²µ¿	141	12.9	1019.2	-	105	
2023/03/29 15:35:00	32.7	ºÏºÏ¼­	334	11.35	0.53	2.8	0.77	2.5	8.7	³²µ¿	144	13.0	1019.1	-	93	
2023/03/29 15:40:00	33.6	ºÏºÏ¼­	338	11.34	0.56	3.1	0.77	2.5	8.7	³²µ¿	145	12.9	1019.1	-	98	
2023/03/29 15:45:00	34.4	ºÏºÏ¼­	331	11.34	0.55	3.1	0.75	3.0	9.1	³²µ¿	145	12.9	1019.0	-	106	
2023/03/29 15:50:00	32.4	ºÏºÏ¼­	337	11.33	0.53	2.9	0.65	2.5	9.2	³²µ¿	144	12.9	1018.9	-	128	
2023/03/29 15:55:00	31.5	ºÏºÏ¼­	338	11.29	0.61	2.8	0.87	3.0	9.4	³²µ¿	145	12.9	1018.9	-	124	
2023/03/29 16:00:00	30.6	ºÏºÏ¼­	334	11.27	0.63	2.9	1.03	3.0	9.7	³²µ¿	145	13.0	1018.8	-	120	
2023/03/29 16:05:00	32.4	ºÏºÏ¼­	337	11.23	0.65	2.9	0.79	3.0	9.5	³²µ¿	145	13.0	1018.7	-	111	
2023/03/29 16:10:00	35.4	ºÏºÏ¼­	340	11.23	0.63	3.0	0.80	3.0	9.9	³²³²µ¿	148	13.0	1018.8	-	121	
2023/03/29 16:15:00	35.2	ºÏºÏ¼­	339	11.21	0.60	2.9	0.88	3.5	9.4	³²µ¿	145	13.0	1018.7	-	132	
2023/03/29 16:20:00	36.5	ºÏºÏ¼­	339	11.25	0.64	3.0	0.93	3.5	10.2	³²³²µ¿	147	12.9	1018.7	-	113	
2023/03/29 16:25:00	30.3	ºÏºÏ¼­	341	11.22	0.63	3.1	0.92	3.0	10.1	³²³²µ¿	147	12.9	1018.7	-	107	
2023/03/29 16:30:00	33.4	ºÏºÏ¼­	339	11.19	0.69	3.0	0.85	3.0	10.3	³²µ¿	146	13.0	1018.6	-	113	
2023/03/29 16:35:00	34.3	ºÏºÏ¼­	334	11.19	0.62	3.1	0.80	2.5	10.3	³²µ¿	145	13.0	1018.5	-	145	
2023/03/29 16:40:00	32.2	ºÏºÏ¼­	337	11.17	0.67	3.1	0.96	3.0	10.3	³²µ¿	145	12.9	1018.4	-	71	
2023/03/29 16:45:00	33.0	ºÏºÏ¼­	335	11.14	0.72	3.1	0.94	3.0	10.0	³²µ¿	145	12.9	1018.4	-	101	
2023/03/29 16:50:00	30.2	ºÏºÏ¼­	332	11.14	0.68	3.2	0.91	3.0	10.1	³²µ¿	146	12.8	1018.4	-	149	
2023/03/29 16:55:00	33.3	ºÏºÏ¼­	336	11.16	0.69	3.1	1.02	3.5	9.7	³²³²µ¿	147	12.8	1018.4	-	114	
2023/03/29 17:00:00	28.2	ºÏºÏ¼­	343	11.19	0.69	3.2	0.88	3.0	9.7	³²³²µ¿	147	12.8	1018.4	-	140	
2023/03/29 17:05:00	33.2	ºÏºÏ¼­	338	11.22	0.71	3.2	0.97	3.0	9.5	³²³²µ¿	151	12.9	1018.4	-	154	
2023/03/29 17:10:00	33.2	ºÏºÏ¼­	339	11.21	0.68	3.2	1.03	3.5	9.2	³²³²µ¿	148	12.9	1018.5	-	127	
2023/03/29 17:15:00	31.8	ºÏºÏ¼­	338	11.20	0.67	3.2	1.02	3.5	9.4	³²³²µ¿	149	12.9	1018.5	-	87	
2023/03/29 17:20:00	35.3	ºÏºÏ¼­	334	11.20	0.61	3.2	0.82	3.5	8.8	³²³²µ¿	148	12.9	1018.5	-	106	
2023/03/29 17:25:00	30.2	ºÏºÏ¼­	333	11.17	0.62	3.3	0.92	3.0	8.5	³²³²µ¿	147	12.8	1018.6	-	97	
2023/03/29 17:30:00	25.7	ºÏºÏ¼­	343	11.14	0.70	3.1	0.99	3.0	8.8	³²µ¿	146	12.8	1018.6	-	130	
2023/03/29 17:35:00	29.0	ºÏºÏ¼­	343	11.09	0.67	3.2	1.00	3.0	9.0	³²µ¿	145	12.8	1018.6	-	106	
2023/03/29 17:40:00	29.6	ºÏºÏ¼­	338	11.07	0.72	3.3	1.04	3.5	8.8	³²³²µ¿	148	12.8	1018.7	-	73	
2023/03/29 17:45:00	33.0	ºÏºÏ¼­	339	11.09	0.65	3.4	0.90	3.0	8.2	³²µ¿	144	12.8	1018.7	-	350	
2023/03/29 17:50:00	32.5	ºÏºÏ¼­	346	11.06	0.65	3.1	0.97	3.5	8.4	³²µ¿	143	12.8	1018.7	-	98	
2023/03/29 17:55:00	31.0	ºÏºÏ¼­	345	11.05	0.67	3.3	0.92	3.5	8.1	³²µ¿	144	12.8	1018.7	-	314	
2023/03/29 18:00:00	29.4	ºÏºÏ¼­	343	11.02	0.64	3.4	0.91	3.5	7.6	³²µ¿	144	12.7	1018.8	-	125	
2023/03/29 18:05:00	30.1	ºÏºÏ¼­	347	11.00	0.67	3.2	0.90	3.5	7.3	³²µ¿	146	12.7	1018.8	-	98	
2023/03/29 18:10:00	25.8	ºÏºÏ¼­	341	10.98	0.63	3.4	1.02	3.0	7.0	³²³²µ¿	148	12.6	1018.9	-	72	
2023/03/29 18:15:00	25.5	ºÏ	355	10.97	0.61	3.4	0.86	4.0	6.9	³²³²µ¿	153	12.6	1018.9	-	287	
2023/03/29 18:20:00	28.0	ºÏ	353	10.93	0.49	3.5	0.78	4.0	6.5	³²³²µ¿	150	12.5	1019.0	-	122	
2023/03/29 18:25:00	27.9	ºÏ	354	10.92	0.51	3.4	0.83	3.5	6.2	³²³²µ¿	153	12.4	1019.0	-	117	
2023/03/29 18:30:00	23.6	ºÏ	358	10.93	0.53	3.3	0.76	4.5	5.6	³²³²µ¿	154	12.4	1019.1	-	263	
2023/03/29 18:35:00	29.1	ºÏ	349	10.93	0.50	3.6	0.68	4.5	5.7	³²³²µ¿	158	12.3	1019.1	-	115	
2023/03/29 18:40:00	24.9	ºÏ	353	10.91	0.49	3.4	0.80	3.5	4.4	³²	176	12.3	1019.1	-	286	
2023/03/29 18:45:00	24.3	ºÏºÏ¼­	344	10.94	0.33	2.9	0.67	2.9	3.2	³²³²¼­	198	12.0	1019.2	-	104	
2023/03/29 18:50:00	25.4	ºÏ	349	10.91	0.53	3.6	0.99	3.5	4.0	³²³²¼­	208	12.0	1019.3	-	95	
2023/03/29 18:55:00	22.7	ºÏ	351	10.92	0.54	3.7	0.75	4.0	4.5	³²³²¼­	199	12.2	1019.3	-	319	
2023/03/29 19:00:00	23.5	ºÏºÏ¼­	346	10.88	0.48	3.6	0.63	3.5	4.4	³²³²¼­	194	12.2	1019.3	-	357	
2023/03/29 19:05:00	19.8	ºÏºÏ¼­	347	10.87	0.50	3.5	0.76	3.0	4.7	³²	181	12.3	1019.3	-	225	
2023/03/29 19:10:00	21.0	ºÏ	357	10.88	0.50	3.6	0.75	3.0	4.8	³²	180	12.3	1019.2	-	89	
2023/03/29 19:15:00	17.4	ºÏ	358	10.82	0.52	3.5	0.82	3.5	4.6	³²	185	12.4	1019.2	-	346	
2023/03/29 19:20:00	22.6	ºÏ	349	10.84	0.55	3.7	0.94	3.5	4.7	³²	181	12.3	1019.2	-	92	
2023/03/29 19:25:00	21.1	ºÏ	350	10.84	0.49	3.8	0.82	4.0	4.6	³²	186	12.3	1019.1	-	95	
2023/03/29 19:30:00	21.1	ºÏºÏ¼­	347	10.80	0.52	3.7	0.76	3.5	4.8	³²	186	12.2	1019.1	-	324	
2023/03/29 19:35:00	20.3	ºÏ	352	10.79	0.49	3.6	0.72	3.0	3.2	³²	179	12.1	1019.0	-	116	
2023/03/29 19:40:00	21.0	ºÏºÏ¼­	348	10.78	0.44	3.6	0.57	3.5	3.1	³²³²¼­	192	12.0	1019.1	-	298	
2023/03/29 19:45:00	21.8	ºÏ	354	10.78	0.46	3.9	0.64	3.0	2.5	³²	186	11.9	1019.1	-	323	
2023/03/29 19:50:00	18.3	ºÏ	358	10.78	0.46	3.5	0.72	4.5	2.6	³²	180	12.0	1019.2	-	295	
2023/03/29 19:55:00	23.9	ºÏºÏ¼­	343	10.75	0.47	3.7	0.63	3.0	2.7	³²	178	12.2	1019.2	-	96	
2023/03/29 20:00:00	20.7	ºÏ	356	10.78	0.53	3.6	0.71	3.0	3.8	³²	182	12.0	1019.2	-	309	
2023/03/29 20:05:00	17.7	ºÏ	355	10.79	0.44	3.8	0.62	4.0	4.0	³²	190	12.0	1019.2	-	285	
2023/03/29 20:10:00	22.3	ºÏºÏ¼­	349	10.79	0.46	3.4	0.70	3.5	3.7	³²³²¼­	192	12.0	1019.2	-	298	
2023/03/29 20:15:00	22.5	ºÏ	351	10.77	0.43	3.5	0.60	3.0	3.0	³²³²¼­	193	12.1	1019.3	-	166	
2023/03/29 20:20:00	22.1	ºÏ	358	10.78	0.44	3.6	0.68	3.0	2.9	³²³²¼­	208	12.0	1019.3	-	307	
2023/03/29 20:25:00	21.9	ºÏ	354	10.78	0.43	3.5	0.59	3.0	2.3	³²³²¼­	208	12.4	1019.3	-	298	
2023/03/29 20:30:00	26.4	ºÏ	1	10.81	0.42	3.6	0.60	3.0	1.2	³²³²¼­	206	12.2	1019.4	-	101	
2023/03/29 20:35:00	25.4	ºÏ	5	10.83	0.49	3.6	0.73	4.0	0.9	µ¿ºÏµ¿	66	12.1	1019.5	-	322	
2023/03/29 20:40:00	24.5	ºÏ	359	10.82	0.45	3.5	0.59	3.5	1.7	µ¿ºÏµ¿	74	12.0	1019.6	-	296	
2023/03/29 20:45:00	23.2	ºÏ	352	10.84	0.48	3.6	0.63	3.5	1.7	³²µ¿	125	12.4	1019.6	-	192	
2023/03/29 20:50:00	23.7	ºÏ	359	10.84	0.45	3.9	0.58	4.0	2.3	³²³²µ¿	160	12.3	1019.6	-	336	
2023/03/29 20:55:00	24.6	ºÏ	357	10.86	0.38	3.6	0.68	3.5	2.0	³²	169	13.0	1019.5	-	194	
2023/03/29 21:00:00	24.0	ºÏ	1	10.86	0.40	3.5	0.55	3.5	1.6	³²³²¼­	206	13.3	1019.6	-	41	
2023/03/29 21:05:00	22.0	ºÏ	6	10.84	0.51	3.7	0.72	3.5	1.5	³²³²¼­	198	13.1	1019.7	-	278	
2023/03/29 21:10:00	23.6	ºÏ	2	10.83	0.45	3.5	0.66	3.5	1.0	¼­³²¼­	247	12.5	1019.7	-	287	
2023/03/29 21:15:00	22.4	ºÏ	5	10.84	0.51	3.6	0.93	3.5	1.2	³²¼­	232	12.4	1019.7	-	295	
2023/03/29 21:20:00	18.9	ºÏ	6	10.84	0.44	3.7	0.66	3.5	1.4	¼­	267	12.1	1019.7	-	359	
2023/03/29 21:25:00	21.6	ºÏ	358	10.82	0.44	3.7	0.64	4.5	1.5	¼­ºÏ¼­	287	11.4	1019.8	-	260	
2023/03/29 21:30:00	21.2	ºÏ	1	10.83	0.45	3.8	0.82	4.0	1.4	¼­ºÏ¼­	299	10.9	1019.7	-	320	
