包螟家疙:版器措秦荐垮厘
困档:37.808972
版档:128.931889
包螟矫埃	蜡加(cm/s)	蜡氢(16points)	蜡氢(deg)	荐柯(∩)	蜡狼颇绊(m)	蜡狼颇林扁(sec)	弥措颇绊(m)	弥措颇林扁(sec)	浅加(m/s)	浅氢(16points)	浅氢(deg)	扁柯(∩)	扁拘(hPa)	矫沥(m)	颇氢(deg)	
2023/02/21 17:00:00	9.2	辑合辑	301	10.85	1.47	7.5	1.89	8.0	1.3	悼合悼	66	1.9	1034.8	-	38	
2023/02/21 17:05:00	6.0	合辑	320	10.84	1.60	7.6	2.37	7.5	0.5	悼	101	2.1	1034.8	-	35	
2023/02/21 17:10:00	6.6	合辑	308	10.83	1.61	8.1	2.37	8.5	1.3	悼	101	2.1	1034.8	-	38	
2023/02/21 17:15:00	5.3	辑合辑	292	10.82	1.44	7.8	2.16	7.0	1.7	悼	96	1.9	1034.9	-	41	
2023/02/21 17:20:00	5.1	辑合辑	304	10.82	1.47	6.8	2.15	6.0	1.6	悼巢悼	119	2.1	1034.9	-	21	
2023/02/21 17:25:00	6.1	合辑	309	10.81	1.28	7.8	1.90	7.5	2.3	悼	99	2.0	1034.9	-	33	
2023/02/21 17:30:00	8.6	辑	269	10.84	1.44	7.5	1.66	7.0	1.9	悼合悼	72	1.8	1035.0	-	36	
2023/02/21 17:35:00	8.6	辑合辑	289	10.81	1.47	7.5	1.87	8.5	1.2	悼巢悼	107	1.8	1035.0	-	45	
2023/02/21 17:40:00	5.9	辑合辑	303	10.82	1.38	6.5	1.83	7.5	1.9	合悼	45	1.9	1034.9	-	56	
2023/02/21 17:45:00	9.5	辑合辑	303	10.79	1.29	7.5	1.73	6.5	1.9	悼合悼	71	1.7	1034.9	-	17	
2023/02/21 17:50:00	5.7	合辑	305	10.80	1.31	7.7	1.83	8.0	0.8	悼合悼	63	1.6	1035.0	-	57	
2023/02/21 17:55:00	5.9	合辑	304	10.80	1.58	7.2	2.43	6.0	1.4	巢悼	132	1.6	1035.0	-	46	
2023/02/21 18:00:00	8.3	辑合辑	289	10.78	1.63	7.9	2.23	7.0	3.4	巢	173	1.6	1035.0	-	46	
2023/02/21 18:05:00	2.8	合合辑	334	10.78	1.73	7.1	2.28	7.0	1.8	巢悼	132	1.6	1035.0	-	39	
2023/02/21 18:10:00	6.2	合合辑	331	10.78	1.32	7.4	1.52	6.0	0.7	悼巢悼	123	1.5	1035.1	-	44	
2023/02/21 18:15:00	6.6	合辑	314	10.77	1.32	7.1	1.68	7.0	1.8	巢巢悼	157	1.6	1035.1	-	40	
2023/02/21 18:20:00	5.7	合辑	315	10.77	1.28	7.2	1.73	7.0	1.9	巢巢辑	198	1.6	1035.1	-	28	
2023/02/21 18:25:00	4.7	辑合辑	291	10.76	1.70	7.5	2.02	7.0	1.2	巢	179	1.6	1035.1	-	41	
2023/02/21 18:30:00	7.4	合辑	311	10.81	1.40	7.3	2.09	8.0	0.6	巢巢辑	207	1.5	1035.2	-	46	
2023/02/21 18:35:00	5.9	合合辑	327	10.78	1.56	7.3	2.04	6.5	1.7	巢悼	129	1.6	1035.2	-	45	
2023/02/21 18:40:00	5.6	合辑	323	10.79	1.20	7.3	1.46	6.0	1.8	巢悼	130	1.7	1035.2	-	56	
2023/02/21 18:45:00	7.2	合合辑	336	10.78	1.28	7.4	2.38	7.5	1.4	巢悼	136	1.7	1035.2	-	54	
2023/02/21 18:50:00	5.7	合辑	313	10.81	1.56	6.9	2.30	6.0	0.8	悼巢悼	123	1.6	1035.2	-	43	
2023/02/21 18:55:00	7.1	合	350	10.80	1.46	7.5	2.06	7.5	1.4	悼合悼	59	1.6	1035.2	-	49	
2023/02/21 19:00:00	2.2	合	357	10.79	1.33	7.2	1.82	6.5	1.8	巢悼	141	1.7	1035.2	-	41	
2023/02/21 19:05:00	9.1	合	9	10.78	1.26	6.8	1.74	8.0	2.6	巢巢悼	154	1.8	1035.2	-	57	
2023/02/21 19:10:00	4.4	合	353	10.76	1.18	7.4	1.50	7.0	1.6	巢	173	1.7	1035.2	-	47	
2023/02/21 19:15:00	6.0	合合辑	331	10.74	1.19	7.0	1.53	7.0	1.6	巢辑	214	1.7	1035.2	-	35	
2023/02/21 19:20:00	4.5	合	354	10.76	1.32	7.5	1.53	7.0	2.5	巢辑	215	1.9	1035.2	-	62	
2023/02/21 19:25:00	6.6	合合辑	339	10.76	1.48	7.5	2.41	7.0	2.9	巢辑	220	2.0	1035.3	-	52	
2023/02/21 19:30:00	4.7	合合辑	327	10.77	1.49	8.0	2.15	6.5	2.7	巢辑	233	1.9	1035.2	-	54	
2023/02/21 19:35:00	5.8	合合辑	332	10.77	1.48	7.2	1.78	6.0	3.1	巢辑	228	1.8	1035.1	-	54	
2023/02/21 19:40:00	5.0	合合辑	346	10.74	1.38	7.2	1.81	8.0	2.9	巢辑	233	1.7	1035.1	-	39	
2023/02/21 19:45:00	7.1	合	358	10.75	1.34	7.3	1.65	6.5	3.0	辑巢辑	250	1.7	1035.1	-	36	
2023/02/21 19:50:00	6.0	合合辑	341	10.75	1.25	7.2	1.70	7.5	2.9	辑巢辑	246	1.7	1035.0	-	50	
2023/02/21 19:55:00	8.8	合	358	10.75	1.28	6.8	1.55	5.0	3.2	巢巢辑	212	1.5	1035.0	-	44	
2023/02/21 20:00:00	6.9	合	359	10.73	1.38	7.5	1.96	9.0	3.2	巢巢辑	213	1.5	1035.0	-	50	
2023/02/21 20:05:00	5.7	合	9	10.75	1.30	7.3	1.66	7.5	3.3	巢辑	230	1.5	1034.9	-	52	
2023/02/21 20:10:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/21 20:15:00	3.7	合	0	10.73	1.34	7.4	2.13	7.5	3.1	辑巢辑	239	1.6	1034.8	-	40	
2023/02/21 20:20:00	5.2	合	354	10.72	1.28	7.3	1.98	8.0	2.8	辑巢辑	244	1.3	1034.8	-	34	
2023/02/21 20:25:00	5.1	合合辑	339	10.72	1.42	7.6	1.82	8.0	2.8	辑巢辑	245	1.1	1034.8	-	44	
2023/02/21 20:30:00	5.6	合合辑	347	10.69	1.29	7.5	1.62	7.5	3.0	辑巢辑	245	1.1	1034.8	-	59	
2023/02/21 20:35:00	6.3	合合辑	336	10.68	1.29	7.8	1.88	6.5	3.5	辑巢辑	248	1.0	1034.8	-	42	
2023/02/21 20:40:00	7.1	合合辑	328	10.71	1.33	7.5	1.98	8.0	3.3	辑巢辑	250	0.7	1034.8	-	54	
2023/02/21 20:45:00	6.3	合辑	320	10.65	1.17	8.0	1.40	8.0	3.2	巢辑	229	0.7	1034.8	-	49	
2023/02/21 20:50:00	6.1	合合辑	342	10.63	1.09	7.9	1.46	7.0	3.1	巢辑	225	0.6	1034.8	-	57	
2023/02/21 20:55:00	6.6	合	2	10.65	1.40	7.7	1.71	7.0	3.3	巢辑	229	0.5	1034.8	-	56	
2023/02/21 21:00:00	4.3	合	4	10.61	1.18	7.5	2.04	9.5	3.3	巢辑	235	0.5	1034.8	-	31	
2023/02/21 21:05:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/21 21:10:00	4.9	合辑	304	10.60	1.28	7.5	1.72	5.0	3.4	巢辑	221	0.5	1034.6	-	50	
2023/02/21 21:15:00	5.4	合合辑	328	10.58	1.23	7.7	1.55	8.0	3.3	巢辑	225	0.4	1034.6	-	58	
2023/02/21 21:20:00	7.1	合	354	10.55	1.16	6.8	1.73	6.5	3.2	巢辑	224	0.3	1034.5	-	51	
2023/02/21 21:25:00	6.1	合辑	320	10.58	1.24	8.0	1.70	8.5	3.4	巢辑	223	0.3	1034.5	-	48	
2023/02/21 21:30:00	4.8	合	6	10.54	1.26	8.1	1.72	8.0	2.9	巢辑	228	0.4	1034.6	-	43	
2023/02/21 21:35:00	2.8	合辑	310	10.52	1.03	7.5	1.30	7.5	3.2	辑巢辑	239	0.4	1034.6	-	51	
2023/02/21 21:40:00	8.4	合合辑	330	10.52	1.32	7.0	1.83	8.5	3.1	辑巢辑	238	0.3	1034.7	-	45	
2023/02/21 21:45:00	6.7	合合辑	334	10.52	1.42	7.3	1.92	8.0	2.9	辑巢辑	237	0.3	1034.6	-	51	
2023/02/21 21:50:00	3.2	合辑	316	10.54	1.09	7.8	1.32	8.0	2.7	巢辑	233	0.3	1034.6	-	40	
2023/02/21 21:55:00	5.1	合	350	10.50	1.11	7.7	1.35	8.0	2.2	巢辑	232	0.2	1034.7	-	44	
2023/02/21 22:00:00	3.4	合	352	10.51	1.20	7.6	2.07	7.5	2.6	巢辑	223	0.4	1034.7	-	41	
2023/02/21 22:05:00	4.3	合辑	318	10.51	1.49	7.7	2.05	8.0	2.8	巢巢辑	213	0.3	1034.7	-	50	
2023/02/21 22:10:00	5.9	合	354	10.50	1.07	7.6	1.47	8.0	3.0	巢辑	222	0.1	1034.8	-	37	
2023/02/21 22:15:00	5.7	合合辑	342	10.49	1.23	8.1	1.60	8.0	2.6	巢辑	215	0.1	1034.7	-	41	
2023/02/21 22:20:00	9.1	合	351	10.47	1.13	7.0	1.58	7.0	2.7	巢巢辑	208	0.1	1034.6	-	40	
2023/02/21 22:25:00	3.0	合合辑	326	10.49	1.12	7.9	1.46	7.5	2.3	巢辑	218	0.2	1034.6	-	49	
2023/02/21 22:30:00	6.1	合辑	319	10.48	1.22	8.0	1.51	7.0	2.3	巢辑	235	0.3	1034.5	-	42	
2023/02/21 22:35:00	7.4	合辑	326	10.44	1.54	7.7	2.16	7.0	2.9	辑巢辑	240	0.3	1034.5	-	46	
2023/02/21 22:40:00	3.6	辑合辑	290	10.46	1.55	8.7	2.05	8.0	3.6	辑巢辑	244	0.2	1034.5	-	52	
2023/02/21 22:45:00	4.2	合合辑	331	10.43	1.31	7.5	1.83	7.0	3.7	辑巢辑	247	0.1	1034.6	-	45	
2023/02/21 22:50:00	6.4	合合辑	341	10.40	1.27	8.0	1.51	8.0	3.7	辑巢辑	243	0.1	1034.7	-	62	
2023/02/21 22:55:00	6.0	合	353	10.41	1.17	7.3	1.65	7.0	3.8	辑巢辑	244	0.0	1034.8	-	41	
2023/02/21 23:00:00	6.8	合合辑	346	10.41	1.51	8.3	1.94	8.0	4.0	辑巢辑	242	0.0	1034.8	-	34	
2023/02/21 23:05:00	5.2	合	5	10.41	1.23	7.5	1.51	7.0	4.0	辑巢辑	242	0.1	1034.8	-	56	
2023/02/21 23:10:00	4.5	合合辑	327	10.44	1.42	7.6	1.84	7.0	3.7	辑巢辑	247	0.0	1034.7	-	58	
2023/02/21 23:15:00	5.2	合合辑	335	10.43	1.35	8.2	1.85	8.0	3.4	辑巢辑	240	0.0	1034.7	-	40	
2023/02/21 23:20:00	4.9	合合辑	344	10.40	1.32	7.9	2.06	6.5	2.4	辑巢辑	238	0.2	1034.7	-	62	
2023/02/21 23:25:00	6.0	合	4	10.40	1.27	8.1	1.90	9.0	2.3	辑巢辑	247	0.2	1034.6	-	55	
2023/02/21 23:30:00	7.7	合	360	10.40	1.27	7.4	1.74	7.0	2.5	辑巢辑	247	0.2	1034.5	-	67	
2023/02/21 23:35:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/21 23:40:00	6.2	合合辑	332	10.37	1.33	7.7	1.89	8.5	2.7	辑巢辑	240	0.2	1034.4	-	43	
2023/02/21 23:45:00	5.1	合合辑	341	10.37	1.42	8.0	1.66	8.5	2.8	辑巢辑	241	0.2	1034.4	-	30	
2023/02/21 23:50:00	7.0	合辑	314	10.30	1.59	7.7	2.30	8.0	3.1	辑巢辑	247	0.2	1034.3	-	54	
2023/02/21 23:55:00	4.9	合合悼	12	10.30	1.34	7.6	1.61	8.0	2.8	辑巢辑	244	0.2	1034.3	-	57	
2023/02/22 00:00:00	6.5	合合辑	330	10.29	1.24	7.4	1.67	6.5	2.5	辑	269	0.2	1034.2	-	44	
2023/02/22 00:05:00	6.7	合合辑	346	10.25	1.30	8.4	2.08	8.0	1.6	辑	263	0.0	1034.2	-	44	
2023/02/22 00:10:00	3.8	合	354	10.26	1.43	8.3	1.93	8.0	2.2	辑	269	0.0	1034.2	-	60	
2023/02/22 00:15:00	5.7	合合辑	340	10.30	1.24	7.4	1.51	6.5	2.3	辑	264	0.0	1034.2	-	57	
2023/02/22 00:20:00	4.1	合合辑	337	10.30	1.31	8.2	1.71	8.0	2.1	辑巢辑	249	-0.1	1034.1	-	62	
2023/02/22 00:25:00	4.2	合	352	10.27	1.24	8.3	1.72	8.0	2.1	辑巢辑	252	-0.2	1034.1	-	50	
2023/02/22 00:30:00	5.3	合合辑	348	10.25	1.00	6.8	1.51	7.5	2.1	辑巢辑	247	-0.1	1034.1	-	61	
2023/02/22 00:35:00	5.0	合	0	10.26	1.26	7.9	1.70	9.5	2.6	辑巢辑	249	-0.1	1034.0	-	48	
2023/02/22 00:40:00	3.7	合	4	10.24	1.30	7.9	1.53	8.0	2.6	辑巢辑	253	-0.2	1034.0	-	47	
2023/02/22 00:45:00	4.4	合合悼	19	10.26	1.13	7.9	1.83	7.5	2.9	辑巢辑	241	-0.1	1034.0	-	53	
2023/02/22 00:50:00	2.8	合合辑	334	10.24	1.21	8.1	1.89	8.0	2.7	辑巢辑	237	-0.2	1033.9	-	47	
2023/02/22 00:55:00	3.5	合合辑	335	10.29	1.41	8.0	1.69	9.0	2.8	辑巢辑	238	-0.1	1034.0	-	63	
2023/02/22 01:00:00	6.4	合辑	308	10.28	1.36	7.8	1.71	7.5	2.9	辑巢辑	240	-0.2	1033.9	-	55	
2023/02/22 01:05:00	3.6	合辑	314	10.25	1.34	9.0	1.74	7.5	2.8	辑巢辑	241	-0.4	1033.9	-	53	
2023/02/22 01:10:00	2.2	合辑	321	10.16	1.11	7.7	1.35	7.5	3.0	辑巢辑	241	-0.4	1033.9	-	47	
2023/02/22 01:15:00	6.3	合辑	314	10.19	1.39	8.0	2.07	8.0	3.3	辑巢辑	240	-0.4	1033.8	-	42	
2023/02/22 01:20:00	6.0	合合辑	331	10.27	1.71	7.6	2.03	7.0	2.9	辑巢辑	240	-0.1	1033.8	-	50	
2023/02/22 01:25:00	4.8	合合悼	28	10.28	1.32	7.5	1.58	7.5	2.8	辑巢辑	237	0.0	1033.8	-	60	
2023/02/22 01:30:00	3.6	合合悼	18	10.20	1.10	7.6	1.52	7.5	3.2	辑巢辑	244	0.1	1033.8	-	42	
2023/02/22 01:35:00	4.1	合	2	10.21	1.29	7.8	1.72	8.0	3.1	辑巢辑	253	0.0	1033.7	-	42	
2023/02/22 01:40:00	7.6	合辑	312	10.26	1.11	7.8	1.39	7.5	2.9	辑巢辑	244	-0.1	1033.7	-	48	
2023/02/22 01:45:00	4.9	合辑	322	10.30	1.09	8.1	1.47	7.0	3.3	辑巢辑	238	-0.2	1033.7	-	36	
2023/02/22 01:50:00	5.8	合辑	315	10.29	1.31	8.3	1.61	7.5	2.8	辑巢辑	239	-0.1	1033.7	-	58	
2023/02/22 01:55:00	4.4	辑合辑	298	10.28	1.33	7.5	1.55	7.0	3.1	辑巢辑	239	0.0	1033.7	-	47	
2023/02/22 02:00:00	8.3	合辑	311	10.24	1.30	7.7	1.82	7.5	3.3	辑巢辑	239	0.0	1033.6	-	51	
2023/02/22 02:05:00	7.7	合辑	315	10.27	1.11	8.2	1.50	9.0	3.7	辑巢辑	243	0.0	1033.7	-	71	
2023/02/22 02:10:00	7.6	辑合辑	302	10.31	1.03	8.2	1.50	7.0	3.1	辑巢辑	239	0.0	1033.7	-	86	
2023/02/22 02:15:00	4.9	合合辑	332	10.30	1.11	7.8	1.37	7.0	3.1	辑巢辑	243	-0.2	1033.7	-	47	
2023/02/22 02:20:00	4.7	合合辑	339	10.30	1.21	7.7	1.65	6.0	3.0	辑巢辑	239	-0.2	1033.6	-	47	
2023/02/22 02:25:00	6.4	合合辑	329	10.33	1.22	8.1	1.62	7.5	3.0	辑巢辑	252	-0.3	1033.6	-	66	
2023/02/22 02:30:00	7.6	合辑	317	10.30	1.12	7.8	1.37	8.0	2.8	辑巢辑	243	-0.4	1033.5	-	48	
2023/02/22 02:35:00	6.9	合辑	313	10.30	1.41	7.7	1.90	8.0	2.7	辑巢辑	248	-0.6	1033.4	-	55	
2023/02/22 02:40:00	9.3	合辑	326	10.33	1.31	8.0	1.85	7.5	2.5	巢辑	236	-0.7	1033.4	-	58	
2023/02/22 02:45:00	6.1	辑合辑	293	10.34	1.18	7.9	1.56	7.5	2.1	辑巢辑	253	-0.7	1033.3	-	44	
2023/02/22 02:50:00	6.7	合	360	10.31	1.10	7.8	2.08	8.0	2.2	辑巢辑	256	-0.5	1033.3	-	54	
2023/02/22 02:55:00	6.9	合合辑	335	10.33	1.04	7.9	1.25	8.0	2.3	辑巢辑	249	-0.4	1033.2	-	53	
2023/02/22 03:00:00	6.0	合合辑	341	10.35	1.24	7.7	1.61	6.0	2.5	辑巢辑	244	-0.4	1033.1	-	69	
2023/02/22 03:05:00	7.7	合合辑	335	10.34	1.22	8.0	1.69	8.0	3.2	辑巢辑	240	-0.3	1033.0	-	53	
2023/02/22 03:10:00	5.8	合辑	322	10.34	1.46	8.3	1.67	8.0	3.2	巢辑	232	-0.3	1033.0	-	67	
2023/02/22 03:15:00	5.7	合合辑	329	10.36	1.31	7.6	1.91	7.5	3.1	巢辑	232	-0.1	1032.8	-	50	
2023/02/22 03:20:00	8.2	合合辑	343	10.36	1.23	8.0	1.56	8.5	2.8	巢辑	225	-0.2	1032.7	-	50	
2023/02/22 03:25:00	4.3	合合辑	346	10.37	1.10	7.6	1.36	8.5	2.9	辑巢辑	239	0.1	1032.7	-	61	
2023/02/22 03:30:00	7.8	合辑	321	10.36	1.14	7.3	1.44	7.5	3.2	辑巢辑	246	0.5	1032.7	-	37	
2023/02/22 03:35:00	6.7	合合辑	344	10.36	1.35	7.6	1.84	8.0	3.4	辑巢辑	248	0.6	1032.7	-	49	
2023/02/22 03:40:00	6.9	合合辑	334	10.38	1.36	7.7	1.98	8.0	2.8	辑巢辑	247	0.3	1032.7	-	55	
2023/02/22 03:45:00	6.8	合合辑	347	10.38	1.11	8.1	1.53	8.5	2.6	辑巢辑	239	0.2	1032.7	-	73	
2023/02/22 03:50:00	10.1	合合辑	329	10.36	1.15	7.9	1.31	9.0	1.9	辑巢辑	240	0.0	1032.7	-	57	
2023/02/22 03:55:00	4.7	合辑	305	10.37	1.15	7.5	1.45	6.5	1.4	巢辑	235	-0.1	1032.5	-	33	
2023/02/22 04:00:00	8.4	合辑	309	10.35	1.40	7.8	1.69	7.5	1.4	辑巢辑	242	-0.2	1032.5	-	70	
2023/02/22 04:05:00	6.6	合辑	325	10.36	1.22	8.0	1.74	7.0	1.7	辑巢辑	239	-0.3	1032.5	-	65	
2023/02/22 04:10:00	9.3	合辑	319	10.36	0.90	7.2	1.33	7.5	2.0	辑巢辑	246	-0.2	1032.5	-	51	
2023/02/22 04:15:00	10.0	合合辑	332	10.35	1.16	8.5	1.50	7.0	1.8	辑巢辑	256	-0.4	1032.5	-	68	
2023/02/22 04:20:00	8.1	合合辑	340	10.34	0.94	7.2	1.38	6.5	1.6	辑巢辑	253	-0.4	1032.4	-	44	
2023/02/22 04:25:00	7.8	合辑	322	10.33	1.01	7.3	1.20	9.0	1.5	辑巢辑	254	-0.4	1032.4	-	47	
2023/02/22 04:30:00	7.6	合合辑	331	10.36	1.27	8.5	1.58	9.0	0.8	辑	259	-0.5	1032.4	-	60	
2023/02/22 04:35:00	7.8	合合辑	345	10.34	0.89	7.8	1.30	7.0	0.4	辑巢辑	252	-0.4	1032.3	-	66	
2023/02/22 04:40:00	7.0	合合辑	336	10.34	0.93	6.6	1.22	6.0	0.3	辑	262	-0.3	1032.3	-	53	
2023/02/22 04:45:00	6.9	合合辑	339	10.33	1.03	8.6	1.26	8.5	0.9	辑巢辑	242	-0.1	1032.2	-	70	
2023/02/22 04:50:00	8.4	合	350	10.34	0.91	8.2	1.36	8.0	1.3	辑巢辑	245	-0.1	1032.2	-	59	
2023/02/22 04:55:00	6.7	合合辑	333	10.31	1.10	7.8	1.43	7.0	1.0	巢辑	229	-0.1	1032.2	-	61	
2023/02/22 05:00:00	10.0	合合辑	342	10.33	0.93	7.5	1.43	6.5	0.7	巢	184	0.0	1032.2	-	40	
2023/02/22 05:05:00	9.0	合	353	10.31	1.03	8.0	1.25	7.5	1.2	巢巢辑	213	0.1	1032.2	-	51	
2023/02/22 05:10:00	8.7	合合辑	336	10.31	1.08	7.7	1.67	7.5	1.0	巢辑	235	0.1	1032.1	-	66	
2023/02/22 05:15:00	6.9	合合辑	328	10.30	1.12	7.8	1.62	7.5	1.4	辑巢辑	249	0.2	1032.0	-	51	
2023/02/22 05:20:00	9.4	合合辑	329	10.29	0.95	7.5	1.13	7.5	1.3	巢	185	0.3	1031.9	-	85	
2023/02/22 05:25:00	11.5	合合辑	336	10.31	1.07	8.6	1.50	8.0	1.6	巢巢辑	206	0.4	1031.7	-	70	
2023/02/22 05:30:00	10.4	合辑	322	10.34	1.26	8.1	1.70	9.0	1.5	巢巢辑	195	0.4	1031.7	-	58	
2023/02/22 05:35:00	9.3	合辑	316	10.35	1.06	7.9	1.30	8.0	2.0	巢	171	0.3	1031.6	-	71	
2023/02/22 05:40:00	11.6	合辑	310	10.37	1.15	7.5	1.70	7.0	2.1	巢	175	0.1	1031.6	-	35	
2023/02/22 05:45:00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
2023/02/22 05:50:00	9.9	合辑	323	10.38	1.21	8.9	1.59	8.5	1.4	巢辑	221	0.7	1031.5	-	62	
2023/02/22 05:55:00	10.1	合辑	325	10.36	0.92	7.9	1.28	7.5	1.9	巢巢辑	211	0.8	1031.5	-	56	
2023/02/22 06:00:00	7.0	合合辑	332	10.36	1.20	8.1	1.54	8.0	2.6	巢辑	216	1.2	1031.4	-	56	
2023/02/22 06:05:00	10.7	合合辑	327	10.36	0.88	8.0	1.11	8.5	3.6	巢辑	215	1.7	1031.4	-	79	
2023/02/22 06:10:00	9.8	合合辑	337	10.34	0.84	7.4	1.10	7.5	3.8	巢巢辑	212	1.8	1031.3	-	44	
2023/02/22 06:15:00	8.0	合合辑	348	10.33	1.09	7.8	1.44	8.0	3.5	巢辑	218	1.9	1031.4	-	53	
2023/02/22 06:20:00	10.8	合	355	10.35	1.20	7.7	1.53	7.5	3.3	巢辑	219	2.0	1031.4	-	62	
2023/02/22 06:25:00	9.3	合合辑	339	10.31	0.80	7.4	0.92	6.0	3.1	巢辑	223	1.9	1031.5	-	51	
2023/02/22 06:30:00	7.1	合合辑	344	10.31	1.06	8.2	1.29	8.5	2.5	巢辑	219	1.8	1031.5	-	44	
2023/02/22 06:35:00	9.3	合合辑	329	10.31	1.08	8.0	1.25	5.5	2.5	巢辑	222	1.8	1031.5	-	57	
2023/02/22 06:40:00	10.4	合合辑	345	10.29	1.08	7.9	1.59	7.0	2.2	巢辑	231	1.8	1031.5	-	42	
2023/02/22 06:45:00	9.9	合	355	10.30	1.07	7.7	1.52	7.0	2.3	巢辑	228	1.8	1031.5	-	74	
2023/02/22 06:50:00	10.4	合合辑	339	10.28	0.99	7.6	1.30	8.0	2.2	巢辑	231	1.9	1031.5	-	68	
2023/02/22 06:55:00	8.5	合	356	10.27	0.98	8.2	1.20	8.0	2.1	辑巢辑	247	1.9	1031.4	-	64	
2023/02/22 07:00:00	8.2	合合辑	344	10.28	1.13	8.0	1.34	8.0	1.9	辑巢辑	248	1.7	1031.4	-	68	
2023/02/22 07:05:00	10.1	合	360	10.25	1.08	7.4	1.29	6.5	1.7	辑巢辑	257	1.4	1031.3	-	71	
2023/02/22 07:10:00	11.2	合合辑	346	10.25	0.87	7.6	1.06	6.5	2.6	辑	259	1.2	1031.3	-	53	
2023/02/22 07:15:00	10.5	合	0	10.23	0.94	7.8	1.05	7.5	2.4	辑	274	0.7	1031.2	-	54	
2023/02/22 07:20:00	9.6	合	359	10.23	0.97	7.5	1.43	8.0	2.1	辑	277	0.9	1031.3	-	64	
2023/02/22 07:25:00	8.5	合	355	10.22	0.89	7.5	1.34	7.5	2.1	辑	264	0.9	1031.2	-	52	
2023/02/22 07:30:00	9.3	合合辑	346	10.22	0.93	8.3	1.08	7.5	2.5	辑巢辑	252	1.0	1031.2	-	64	
2023/02/22 07:35:00	10.1	合	357	10.16	0.94	8.1	1.31	7.5	2.6	辑巢辑	252	1.1	1031.2	-	69	
2023/02/22 07:40:00	8.7	合	1	10.18	1.12	8.2	1.89	9.5	2.4	辑巢辑	248	1.3	1031.2	-	82	
2023/02/22 07:45:00	11.3	合合辑	342	10.18	1.09	8.3	1.62	7.5	2.4	辑巢辑	252	1.6	1031.1	-	57	
2023/02/22 07:50:00	11.6	合	355	10.16	1.01	7.8	1.38	7.0	2.9	辑巢辑	245	1.6	1031.1	-	58	
2023/02/22 07:55:00	10.2	合	352	10.17	0.79	8.2	1.02	8.0	4.1	巢辑	219	2.4	1031.1	-	48	
2023/02/22 08:00:00	10.9	合	357	10.20	1.03	6.9	1.35	7.0	4.0	巢辑	218	2.5	1031.1	-	67	
2023/02/22 08:05:00	12.5	合	359	10.18	1.00	7.9	1.27	7.5	3.7	巢辑	222	2.6	1031.1	-	57	
2023/02/22 08:10:00	13.0	合合辑	346	10.20	0.90	7.9	1.39	7.5	3.9	巢辑	222	3.1	1031.1	-	51	
2023/02/22 08:15:00	11.8	合合辑	346	10.18	0.91	7.3	1.51	8.0	4.3	巢辑	228	3.4	1031.1	-	75	
2023/02/22 08:20:00	12.5	合	358	10.18	1.07	7.6	1.26	8.0	4.7	巢辑	226	3.6	1031.0	-	75	
2023/02/22 08:25:00	14.2	合	356	10.18	0.84	7.8	1.17	6.5	4.9	巢辑	226	3.8	1031.0	-	68	
2023/02/22 08:30:00	10.8	合	353	10.14	0.94	8.0	1.35	7.5	5.4	巢辑	224	4.1	1030.9	-	60	
2023/02/22 08:35:00	14.8	合	352	10.12	1.10	8.1	1.27	8.5	4.4	巢辑	231	4.2	1031.0	-	74	
2023/02/22 08:40:00	13.2	合	358	10.12	0.97	7.8	1.47	8.5	4.7	巢辑	229	4.3	1031.0	-	62	
2023/02/22 08:45:00	13.3	合	10	10.12	0.79	7.2	1.00	8.5	4.5	巢辑	228	4.5	1031.0	-	69	
2023/02/22 08:50:00	13.4	合	3	10.11	0.85	7.3	1.19	7.5	5.5	巢辑	225	4.6	1031.0	-	77	
2023/02/22 08:55:00	15.2	合	0	10.10	1.03	7.1	1.31	8.0	5.1	巢辑	232	4.7	1031.0	-	54	
2023/02/22 09:00:00	13.3	合	357	10.05	0.99	7.8	1.25	8.5	5.2	巢辑	225	4.8	1031.0	-	66	
2023/02/22 09:05:00	15.7	合	5	10.06	0.79	8.1	1.45	7.0	5.1	巢辑	228	4.9	1031.1	-	85	
2023/02/22 09:10:00	14.5	合	4	10.07	1.00	7.5	1.54	8.5	5.3	巢辑	229	4.9	1031.1	-	93	
2023/02/22 09:15:00	13.4	合	3	10.05	0.81	7.5	1.27	8.0	4.5	巢辑	233	5.0	1031.1	-	59	
2023/02/22 09:20:00	14.2	合	3	10.00	0.80	7.4	1.03	8.0	4.4	巢辑	231	5.2	1031.0	-	51	
2023/02/22 09:25:00	15.5	合	7	9.94	0.82	7.3	0.91	7.5	3.3	巢辑	227	5.4	1031.0	-	62	
2023/02/22 09:30:00	14.2	合	2	9.94	0.81	7.0	1.01	6.0	3.7	巢辑	224	5.6	1030.9	-	58	
2023/02/22 09:35:00	14.1	合	5	9.90	0.83	7.1	0.97	7.5	3.8	巢辑	236	5.7	1030.9	-	43	
2023/02/22 09:40:00	14.2	合	4	9.84	0.89	8.5	1.17	8.5	2.8	辑巢辑	247	5.8	1030.8	-	61	
